category	text
1	"The software metrics that use speed as a factor are important to managers who want software delivered as fast as possible. "
1	"Efficiency attempts to measure the amount of productive code contributed by a software developer. "
1	"Efficient in memory and CPU usage. "
1	"Measured in terms of time required to complete any task given to the system. "
1	"System should utilize processor capacity, disk space and memory efficiently.  "
1	"If system is using all the available resources then user will get degraded performance failing the system for efficiency.  "
1	"If system is not efficient then it can not be used in real time applications. "
1	"Use resources efficiently and lower costs. "
1	"Modeling performance of GitHub project development processes. "
1	"Modelling Optimization of Energy Efficiency in Buildings for Urban Sustainability. "
1	"Collaboratively building the future of energy efficiency. "
1	"Standard methods for calculating normalized metered energy consumption and avoided energy use. "
1	"Software performance testing is the practice of determining whether a given application has the capacity to perform in terms of scalability and responsiveness under a specified workload.  "
1	"Load testing is used to study the behavior of the application under specified loads. It also shows how an application will function when the majority of its users are logged in. "
1	"A stress test is performed to determine the upper limit of the application capacity and how the application performs when the current load exceeds the expected maximum.  "
1	"Performance Testing for Modin is built into the Jenkins build system. Perf Data from these tests are stored in S3. Use these notebooks to analyze these performance numbers. "
1	"Efficiency refers to how well the application responds and uses its resources under different conditions.  "
1	"Good software must be able to operate under high load conditions and still respond with minimal latency to avoid frustrating end users. "
1	"Simulate a heavy software load and test the software under different load conditions. "
1	"Performance Testing is defined as a type of software testing to ensure software applications will perform well under their expected workload. "
1	"The focus of Performance Testing is checking a software program's efficiency. "
1	"Speed - Determines whether the application responds quickly. "
1	"Scalability - Determines maximum user load the software application can handle. "
1	"Stability - Determines if the application is stable under varying loads. "
1	"Performance Testing is popularly called “Perf Testing” and is a subset of performance engineering. "
1	"Determine whether their software meets speed, scalability and stability requirements. "
1	"Load time is normally the initial time it takes an application to start.  "
1	"Response time is the time it takes from when a user inputs data into the application until the application outputs a response to that input. "
1	"A software product suffers from poor scalability when it cannot handle the expected number of users or when it does not accommodate a wide enough range of users.  "
1	"Bottlenecks are obstructions in a system which degrade overall system performance. Bottlenecking is when either coding errors or hardware issues cause a decrease of throughput under certain loads.  "
1	"Improved usage of CPU utilization to improve efficiency. "
1	"Reduced memory utilization to increase performance. "
1	"Highly performant network utilization. "
1	"Due to Operating System limitations. "
1	"Efficient disk usage. "
1	"Processor Usage - an amount of time processor spends executing non-idle threads. "
1	"Memory use - amount of physical memory available to processes on a computer. "
1	"Disk time - amount of time disk is busy executing a read or write request. "
1	"Bandwidth - shows the bits per second used by a network interface. "
1	"Private bytes - number of bytes a process has allocated that can't be shared amongst other processes. These are used to measure memory leaks and usage. "
1	"Committed memory - amount of virtual memory used. "
1	"Memory pages/second - number of pages written to or read from the disk in order to resolve hard page faults. Hard page faults are when code not from the current working set is called up from elsewhere and retrieved from a disk. "
1	"Page faults/second - the overall rate in which fault pages are processed by the processor. This again occurs when a process requires code from outside its working set. "
1	"CPU interrupts per second - is the avg. number of hardware interrupts a processor is receiving and processing each second. "
1	"Disk queue length - is the avg. no. of read and write requests queued for the selected disk during a sample interval. "
1	"Network output queue length - length of the output packet queue in packets. Anything more than two means a delay and bottlenecking needs to be stopped. "
1	"Network bytes total per second - rate which bytes are sent and received on the interface including framing characters. "
1	"Response time - time from when a user enters a request until the first character of the response is received. "
1	"Throughput - rate a computer or network receives requests per second. "
1	"Amount of connection pooling - the number of user requests that are met by pooled connections. The more requests met by connections in the pool, the better the performance will be. "
1	"Maximum active sessions - the maximum number of sessions that can be active at once. "
1	"Hit ratios - This has to do with the number of SQL statements that are handled by cached data instead of expensive I/O operations. This is a good place to start for solving bottlenecking issues. "
1	"Hits per second - the no. of hits on a web server during each second of a load test. "
1	"Rollback segment - the amount of data that can rollback at any point in time. "
1	"Database locks - locking of tables and databases needs to be monitored and carefully tuned. "
1	"Top waits - are monitored to determine what wait times can be cut down when dealing with the how fast data is retrieved from memory "
1	"Thread counts - An applications health can be measured by the no. of threads that are running and currently active. "
1	"Garbage collection - It has to do with returning unused memory back to the system. Garbage collection needs to be monitored for efficiency. "
1	"Verify response time is not more than 4 secs when 1000 users access the website simultaneously. "
1	"Verify response time of the Application Under Load is within an acceptable range when the network connectivity is slow "
1	"Check the maximum number of users that the application can handle before it crashes. "
1	"Check database execution time when 500 records are read/written simultaneously. "
1	"Check CPU and memory usage of the application and the database server under peak load conditions "
1	"Verify response time of the application under low, normal, moderate and heavy load conditions. "
1	"During the actual performance test execution, vague terms like acceptable range, heavy load, etc. are replaced by concrete numbers.  "
1	"Performance engineers set these numbers as per business requirements, and the technical landscape of the application. "
1	"Performance Testing is a discipline concerned with testing and reporting the current performance of a software application under various parameters. "
1	"Performance engineering is the process by which software is tested and tuned with the intent of realizing the required performance. "
1	"This process aims to optimize the most important application performance trait i.e. user experience. "
1	"How to Measure Energy-Efficiency of Software: Metrics and Measurement Results. "
1	"In the field of information and computer technology (ICT), saving energy has its focus set on energy. "
1	"efficient hardware and its operation. "
1	"Metrics for energy efficient software rely on its useful work done. "
1	"There already exist approaches for measuring software energy consumption, mostly as black box measurement. "
1	"Intends to classify the known methods of energy efficiency measurement.  "
1	"Benchmarking methods are able to measure a system as a black box and can generate a statement on how the entire system (software and hardware) performs on the whole. "
1	"Suites of performance tests for Spark, PySpark, Spark Streaming, and MLlib. "
1	"Entered the competition using NADSort, a distributed sorting program built on top of Spark, and set a new world record as the most cost-efficient way to sort 100TB of data. "
1	"Validates Spark as the most efficient data processing engine. "
1	"Code efficiency. There are other words we can use (optimization, performance, speed), but it's all about making existing code run faster.  "
1	"Whether for desktop, mobile, or web apps, in this course you'll see how to identify pain points and measure them accurately, as well as view multiple approaches to improve the performance.  "
1	"Author Simon Allardice covers everything from "quick fixes" to more complex (but more accurate) algorithms. "
1	"Using code analysis tools to measure performance. "
1	"Managing memory. "
1	"Managing disk-based and network resources. "
1	"Improves the speed of data retrieval operations on a database table at the cost of additional writes and storage space to maintain the index data structure.  "
1	"Indexes are used to quickly locate data without having to search every row in a database table every time a database table is accessed.  "
1	"Indexes can be created using one or more columns of a database table, providing the basis for both rapid random lookups and efficient access of ordered records. "
1	"The Terminal will also need to meet our goals and measures to ensure it remains fast, and efficient, and doesn't consume vast amounts of memory or power. "
1	"They are less efficient than the implementations in the Python standard library. "
1	"It is much less efficient on large lists than more advanced algorithms such as quicksort, heapsort, or merge sort. "
1	"Like quicksort, it is efficient in practice and has good average-case performance, but has poor worst-case performance. Quickselect and its variants are the selection algorithms most often used in efficient real-world implementations. "
1	"lightweight. "
1	"Weighing just about 37 KB of gzipped JS code. "
1	"Performance has been improved by working in different aspects. "
1	"Efficiently reducing impact on disk and memory. "
1	"Capable of processing even in big data scenarios. "
1	"Ready large-scale computation, "
1	"Python package providing fast, flexible, and expressive data structures. "
1	"Okay, so there still is a server - but it only has a 40 millisecond life cycle! Serverless in this case means "without any permanent infrastructure." "
1	"If you want to contribute to TensorFlow, be sure to review the contribution guidelines. This project adheres to TensorFlow's code of conduct. By participating, you are expected to uphold this code. "
1	"We use GitHub issues for tracking requests and bugs, please see TensorFlow Discuss for general questions and discussion, and please direct specific questions to Stack Overflow. "
1	"The TensorFlow project strives to abide by generally accepted best practices in open-source software development. "
1	"Set of tools to make your work with Steppy faster and more effective.  "
1	"Steppy is a lightweight, open-source, Python library for fast and reproducible experimentation. "
1	"This improves the experience both in terms of performance and model size. "
1	"Big Data (feed it lots of data- it's fairly efficient with resources). "
1	"XGBoost is an optimized distributed gradient boosting library designed to be highly efficient. "
1	"It uses the checkpointing feature, which makes this code WAY more efficient!!! "
1	"This implementation is inspired by this technical report, which outlines a strategy for efficient DenseNets via memory sharing. "
1	"This adds 15-20% of time overhead for training, but reduces feature map consumption from quadratic to linear. "
1	"efficient=True uses the memory-efficient version "
1	"Because findViewById(int) is CPU-consuming (this is why we use the ViewHolder pattern), this library use a findViewByIdEfficient(int id) into the ViewHolder class. "
1	"ECO: Efficient Convolutional Network for Online Video Understanding, European Conference on Computer Vision (ECCV), 2018. "
1	"A collection of recent methods on DNN compression and acceleration. There are mainly 5 kinds of methods for efficient DNNs. "
1	"Learning efficient convolutional networks through network slimming. "
1	"An efficient densenet using learned group convolutions. "
1	"Interleaved lowrank group convolutions for efficient deep neural networks. "
1	"Multi-scale dense networks for resource efficient image classification. "
1	"Without special optimization, the inference time is similiar across frameworks.  "
1	"The default data parallel of PyTorch, powerd by nn.DataParallel is in-efficienct! "
1	"All items in the Front-End Performance Checklist are essentials to achieve the highest performance score but you would find an indicator to help you to eventually prioritised some rules amount others. There are 3 levels of priority: "
1	"List of the tools you can use to test or monitor your website or application. "
1	"WebPagetest - Website Performance and Optimization Test. "
1	"☆ Dareboost: Website Speed Test and Website Analysis. "
1	"Treo: Page Speed Monitoring. "
1	"GTmetrix | Website Speed and Performance Optimization. "
1	"Page Speed Insights. "
1	"Pingdom Website Speed Test. "
1	"📖 Make the Web Faster | Google Developers. "
1	"Sitespeed.io - Welcome to the wonderful world of Web Performance. "
1	"Website Speed Test | Check Web Performance » Dotcom-Tools. "
1	"Website and Server Uptime Monitoring - Pingdom (Free Signup Link). "
1	"SpeedCurve: Monitor front-end performance. "
1	"PWMetrics - CLI tool and lib to gather performance metrics. "
1	"Varvy - Page speed optimization. "
1	"Checkbot browser extension - Checks for web performance best practices. "
1	"Yellow Lab Tools | Online test to help speeding up heavy web pages. "
1	"Speedrank - Web Performance Monitoring. "
1	"DebugBear - Monitor website performance and Lighthouse scores. "
1	"This repo contains benchmarks used for testing the performance of all .NET Runtimes: .NET Core, Full .NET Framework, Mono and CoreRT. "
1	"To make the perceived performance of your application faster, use an Application Shell. "
1	"but also for improving the runtime performance of our applications. "
1	"A library to benchmark code snippets, similar to unit tests. "
1	"Very fast: up to 2x faster than Detectron and 30% faster than mmdetection during training. "
1	"Memory efficient: uses roughly 500MB less GPU memory than mmdetection during training. "
1	"Multi-GPU training and inference. "
1	"CPU support for inference: runs on CPU in inference time. See our webcam demo for an example. "
1	"Scalable fuzzing infrastructure. "
1	"Evaluated and improved learning model efficiency using R­Square, Mean Square Error and Mean Absolute Error. "
1	"There may also be a tendency to take this too far and optimise code for terseness and not readability. "
1	"Some computer scientists point out that the efficiency or performance of software is decreasing when the hardware is becoming more powerful.  "
1	"The architectural efficiency or performance optimization is mostly about the resource allocation. "
1	"Therefore,finding a method for resource allocation optimization is crucial to achieve software efficiency or performance optimization at the software architectural level.  "
1	"This thesis proposes a method which uses the response model R to analyze the relations between software performance/efficiency and resource from the software and hardware architectural perspective, hence provide a neat way for the performance or efficiency optimization.  "
1	"Key terms in software efficiency are: software, hardware, architecture, resources, optimization, efficiency, performance. "
1	"The fast pace of hardware development provides enriched hardware resources that increase the tolerance to inefficiency.  "
1	"Among all kinds of popular software on computers, there are only a few such as games which can make full use of hardware resources which are sensitive to efficiency. "
1	"For rest and most of the software, hardware resources are truly overabundant.  "
1	"Therefore, developers of less demanding software gradually lower their standard on efficiency.  "
1	"However, this will not compromise their competitiveness, but on contrary, it may even boost their competitiveness. Developing more efficient software requires better design and more optimization, hence higher costs. Moreover, the breakthrough in storage technology also significantly reduces the cost per unit memory.  "
1	"Daily software which takes 100% more memory may only result in a minor increased spend on hardware.  "
1	"Furthermore, the development of computational power ensures that inefficiency software can be as functional as efficient software with a just price of higher (but not full) CPU load. Nevertheless, neglecting software efficiency will not become an issue, because it is compensated by the still increasing hardware performance as long as the semiconductor industry does not reach its bottleneck.  "
1	"The above analysis suggests that highly efficient software would not bring obvious benefits to software vendors.  "
1	"Very efficient backup system based on the git packfile format, providing fast incremental saves and global deduplication (among and within files, including virtual machine images). "
1	"Ultra fast asyncio event loop. "
1	"Increase your computer performance, optimizing RAM usage. "
1	"Control CPU and RAM usage from your system tray. "
1	"Memory footprint refers to the amount of main memory that a program uses or references while running. "
1	"In computing, the memory footprint of a software application indicates its runtime memory requirements, while the program executes.  "
1	"This includes all sorts of active memory regions like code segment containing (mostly) program instructions (and occasionally constants), data segment (both initialized and uninitialized),heap memory, call stack, plus memory required to hold any additional data structures, such as symbol tables, debugging data structures, open files, shared libraries mapped to the current process, etc., that the program ever needs while executing and will be loaded at least once during the entire run. "
1	"Often, disk footprint is confused with memory footprint, since both include certain overlapping areas, such program executable, libraries, etc.  "
1	"Disk footprint (or storage footprint) of a software application refers to its sizing information when it's in an inactive state, or in other words, when it's not executing but stored on a secondary media or downloaded over a network connection.  "
1	"In software engineering, a bottleneck occurs when the capacity of an application or a computer system is severely limited by a single component, like the neck of a bottle slowing down the overall water flow.  "
1	"The bottleneck has lowest throughput of all parts of the transaction path. "
1	"Performance engineering encompasses the techniques applied during a systems development life cycle to ensure the non-functional requirements for performance (such as throughput, latency, or memory usage) will be met. "
1	"Specify a profiling tool for the development/component unit test environment. "
1	"Identify a database test data load tool for the development/component unit test environment; this is required to ensure that the database optimizer chooses correct execution paths and to enable reinitializing and reloading the database as needed. "
1	"Deploy the performance tools for the development team. "
1	"Scalability is the property of a system to handle a growing amount of work by adding resources to the system. "
1	"In computing, scalability is a characteristic of computers, networks, algorithms, networking protocols, programs and applications. An example is a search engine, which must support increasing numbers of users, and the number of topics it indexes. "
1	"A routing protocol is considered scalable with respect to network size, if the size of the necessary routing table on each node grows as O(log N), where N is the number of nodes in the network. Some early peer-to-peer (P2P) implementations of Gnutella had scaling issues.  "
1	"A scalable online transaction processing system or database management system is one that can be upgraded to process more transactions by adding new processors, devices and storage, and which can be upgraded easily and transparently without shutting it down. "
1	"The distributed nature of the Domain Name System allows it to work efficiently, serving billions of hosts on the worldwide Internet. "
1	"Scaling horizontally (out/in) means adding more nodes to (or removing nodes from) a system, such as adding a new computer to a distributed software application. "
1	"High-performance computing applications such as seismic analysis and biotechnology workloads scaled horizontally to support tasks that once would have required expensive supercomputers. "
1	"Scaling vertically (up/down) means adding resources to (or removing resources from) a single node, typically involving the addition of CPUs, memory or storage to a single computer. "
1	"Larger numbers of elements increases management complexity, more sophisticated programming to allocate tasks among resources and handle issues such as throughput and latency across nodes, while some applications do not scale horizontally. "
1	"Big data is a field that treats ways to analyze, systematically extract information from, or otherwise deal with data sets that are too large or complex to be dealt with by traditional data-processing application software. "
1	"Big data challenges include capturing data, data storage, data analysis, search, sharing, transfer, visualization, querying, updating, information privacy and data source.  "
1	"Big data was originally associated with three key concepts: volume, variety, and velocity. "
1	"In my experiments checkpoint is almost 30 bigger on disk than parquet (689GB vs. 24GB).  "
1	"In terms of running time checkpoint takes 1.5 times longer (10.5 min vs 7.5 min). "
1	"A cluster is called noisy if there are lots of jobs and users which compete for resources and there are not enough resources to run all the jobs simultaneously. "
1	"Code efficiency is a broad term used to depict the reliability, speed and programming methodology used in developing codes for an application. "
1	"Code efficiency is directly linked with algorithmic efficiency and the speed of runtime execution for software. "
1	"Remove unnecessary code or code that goes to redundant processing. "
1	"Make use of optimal memory and nonvolatile storage. "
1	"Ensure the best speed or run time for completing the algorithm. "
1	"Make use of reusable components wherever possible. "
1	"Make use of error and exception handling at all layers of software, such as the user interface, logic and data flow. "
1	"Create programming code that ensures data integrity and consistency. "
1	"Develop programming code that's compliant with the design logic and flow. "
1	"Make use of coding practices applicable to the related software. "
1	"Optimize the use of data access and data management practices. "
1	"For efficiency evaluation, the constructed model has been tested on real-life data and it is shown that the constructed prediction model is more efficient than all previous models. "
1	"Balancing Efficiency and Flexibility for DNN Acceleration. "
1	"Speeding up Deep Neural Networks with Adaptive Computation and Efficient Multi-Scale Architectures. "
1	"Hardware Efficiency Aware Neural Architecture Search. "
1	"The primary focus is on the exploration of energy efficient techniques and architectures for cognitive computing and machine learning, particularly for applications and systems running at the edge. "
1	"For such resource constrained environments, performance alone is never sufficient, requiring system designers to carefully balance performance with power, energy, and area. "
1	"Neural network architectures for resource constrained devices. "
1	"Load balancing and efficient task distribution techniques. "
1	"Characterization of machine learning benchmarks and workloads. "
1	"Performance profiling and synthesis of workloads. "
1	"Power, performance and area (PPA) based comparison of neural networks. "
1	"Efficient on-device learning techniques. "
1	"Security, safety and privacy challenges and building secure AI systems. "
1	"Power/Performance evaluation of Energy Efficient Ethernet for High Performance Computing. "
1	"A Tutorial on Performance Evaluation and Validation Methodology for Low-Power and Lossy Networks. "
1	"Find the best Performance Appraisal Software for your business. "
1	"Software development projects have become a challenge for both industry and academia regarding the performance evaluation of systems. "
1	"Using Complete Machine Simulation for Software Power Estimation. "
1	"Power dissipation has become one of the most critical factors for the continued development of both high-end and low-end computer systems. "
1	"The successful design and evaluation of such optimization techniques is invariably tied to a broad and accurate set of rich tools that are available for conducting these studies "
1	"Performance optimization has long been the goal of different architectural and systems software studies, driving technological innovations to the limits for getting the most out of every cycle. "
1	"Quantitative performance analysis is the foundation for computer system design and innovation.  "
1	"In their classic paper, Emer and Clark noted that a lack of detailed timing information impairs efforts to improve performance. "
1	"A computer power supply does not send data about power consumption to the motherboard, nor does it measure power consumption. "
1	"What software can I use to monitor the power consumption of all the components of my pc? "
1	"Writing sustainable, power efficient and green software necessitates understanding the power consumption behavior of a computer program. "
1	"The power consumption of the streaming media server can be obtained in real time by the virtual instrumentation software module described. "
1	"Many power consumption figures are optimistic anyway. "
1	"The MLPerf effort aims to build a common set of benchmarks that enables the machine learning (ML) field to measure system performance for both training and testing. "
1	"In this post, Lambda Labs discusses the Deep Learning performance compared with other GPUs. "
1	"Computation time and cost are critical resources in building deep models, yet many existing benchmarks focus solely on model accuracy. "
1	"There are a few high end (and expectedly heavy) laptops like Nvidia GTX 1080 (8 GB VRAM), which can train an average of ~14k examples/second. "
1	"Buying hardware for machine learning exposes us to the risk of have an outdated machine after few months. "
1	"Average GPU memory usage is quite similar. "
1	"Machine learning and deep learning hardware challenges - memory challenges in deep neural networks. "
1	"Speed up the basic building blocks of machine learning computation. "
1	"Learn more about pc-requirements, deep, learning, neural, network, toolbox, hardware-requirements, parallel, computing, cuda, gpu-requirements and others. "
1	"The most common related benchmark would be runtime complexity telling how the performance drops with increasing data or model size (e.g. linear, logarithmic, exponential). "
1	"Improve performance of the digital sinusoidal generator in memory usage optimization. "
1	"Long-term memory effects on working memory updating development. "
1	"Data Processing Framework Using Apache and Spark Technologies in Big Data. "
1	"Memory-efficient and fast implementation of local adaptive binarization methods. "
1	"Scalable Performance Prediction of Codes with Memory Hierarchy and Pipelines. "
1	"Analysis of cache behaviour and software optimizations for faster on-chip network simulations. "
1	"Integrated web-based platform that manages the total spectrum of data needed to manage energy efficiency programs. "
1	"Efficiency testing test the amount of code and testing resources required by a program to perform a particular function. "
1	"Despite rapid advances in hardware performance, cutting-edge deep learning models continue to push the limits of GPU RAM.  "
1	"It’s always desirable to find ways to train larger models while consuming less memory.  "
1	"Doing so enables us to train faster, using larger batch sizes, and consequently achieving a higher GPU utilization rate. "
1	"When we work with tiny datasets, we can get away with loading an entire dataset into GPU memory. "
1	"Process the packing in parallel to save time and energy consumption. "
1	"We can read faster when reading from contiguous locations on disk. "
1	"This avoids computational bottlenecks while loading data. "
1	"Judiciously decide whether to load entire files into RAM. "
1	"Since the training of deep neural network often involves large amounts of data, the format we choose should be both efficient and convenient. "
1	"Hardware Monitor can tell you quite a bit about CPU and GPU usage, its a small download and a small footprint in terms of system resources. "
1	"You go to Resource Monitor from Task Manager, bottom of Performance tab. "
1	"Sometimes it involves moving data between memory and registers which enable high-speed data access in the CPU. "
1	"Fix High RAM and CPU Usage of Windows 10 System. "
1	"Gorgonia is currently fairly performant - its speeds are comparable to Theano's and Tensorflow's  CPU implementations. "
1	"- LASSO - K-means using as little memory as possible. "
1	"It can cluster millions of instances efficiently. "
1	"Main update: Add incremental Reader, which can save 50% memory cost. "
1	"Fix bugs in on-disk training. "
1	"How come gensim is so fast and memory efficient? "
1	"Note that it will allocate memory for ``max(i)+1`` items. "
1	"Fine-tuning  is inexpensive. "
1	"Monitor Memory usage of Python code. "
1	"An interactive Python profiler. "
1	"A sampling profiler for Python programs. "
1	"A ptracing profiler For Python. "
1	"Visual Python profiler. "
1	"It is hard to overload the server with MaricutoDB. "
1	"A deep learning framework designed for both efficiency and flexibility. "
1	"A library for fast numerical computation. "
1	"We are working on adding code to this repository which will allow much larger effective batch sizes to be used on the GPU. "
1	"Fast R-CNN. "
1	"The guidelines are focused on relatively higher-level issues, such as interfaces, resource management, memory management, and concurrency. "
1	"witching to a more memory efficient optimizer can reduce memory usage, but can also affect the results. "
1	"YouCompleteMe is a fast, as-you-type, fuzzy-search code completion engine for Vim . "
1	"Efficient binary serialization. "
1	"Fast json parser (According to them, competetive with java gson/jackson speed). "
1	"Scala macros for compile-time generation of ultra-fast JSON codecs. "
1	"Flexible and powerful JSON manipulation, validation and serialization, with no reflection at runtime. "
1	"Fast Style Transfer in TensorFlow. "
1	"Lightning fast cluster computing — up to 100x faster than Hadoop for iterative algorithms (memory caching) and up to 10x faster than Hadoop for single-pass MapReduce jobs. "
1	"Real Time Aggregation based on Spark Streaming. "
1	"Compositional, streaming I/O library for Scala. "
1	"fast search engine, custom written to deal with large volumes of e-mail on consumer hardware. "
1	"A toolkit and runtime for building highly concurrent, distributed, and fault tolerant event-driven applications. "
1	"Lightning Network is a second layer protocol built on top of bitcoin to address scalability, privacy, confirmation time and many other issues. "
1	"Makes it easy to build scalable, fast and real-time web applications with Java & Scala. "
1	"Kafka is a message broker project and aims to provide a unified, high-throughput, low-latency platform for handling real-time data feeds. "
1	"The current emphasis is on speed optimizations, which are necessary to complete training of the value-network and to create feasible tree-search. "
1	"Superresolution using an efficient sub-pixel convolutional neural network. "
1	"BCC is a toolkit for creating efficient kernel tracing and manipulation programs, and includes several useful tools and examples. "
1	"Each dataset is represented by a directory containing the same image data in several resolutions to enable efficient streaming. "
1	"A Scala library that is designed from the ground up for space efficiency, handling graphs with billions of nodes and edges. "
1	"For efficiency, only the histogram. "
1	"A library for expressive and efficient service composition. "
1	"Fast Decoding in Sequence Models using Discrete Latent Variables. "
1	"Fast out of the box, cache-friendly when you need it. "
1	"A simple Python program may not cause many problems when it comes to memory, but memory utilization becomes critical on high memory consuming projects. "
1	"Python’s interpreter performs the memory management and users have no control over it.  "
1	"Memory management in Python involves a private heap that contains all Python objects and data structures. "
1	"Memory manager internally ensures the management of this private heap. "
1	"For large numbers/data crunching, you can use libraries like Numpy, which gracefully handles memory management. "
1	"When it comes to improving the execution time of your multiple-task code, you may want to utilize multiple cores in the CPU to execute several tasks simultaneously.  "
1	"It may seem intuitive to spawn several threads and let them execute concurrently. "
1	"It's often helpful to analyze your code for coverage, quality, and performance.  "
1	"Efficiently monitor traffic flows. "
1	"bup is "relatively speedy" and has "pretty good" compression. "
1	"Unfortunately, this library is in a very early stage, so at the moment there is nothing along the lines of multithreading or any form of parallel computing. "
1	"Extremely high performance. "
1	"Efficiently scale-out. "
1	"Performance Several performance tests are included. "
1	"BigDL can efficiently scale out to perform data analytics at "Big Data scale", by leveraging Apache Spark (a lightning fast distributed data processing framework), as well as efficient implementations of synchronous SGD and all-reduce communications on Spark. "
1	"Consequently, it is orders of magnitude faster than out-of-box open source Caffe , Torch or TensorFlow on a single-node Xeon (i.e., comparable with mainstream GPU). "
1	"BigDL can efficiently scale out to perform data analytics at "Big Data scale", by leveraging Apache Spark (a lightning fast distributed data processing framework), as well as efficient implementations of synchronous SGD and all-reduce communications on Spark. "
1	"Algorithm to update DOM Precise data-binding, which is faster than virtual DOM Virtual DOM differentiation, which requires manually managed attributes for complicated DOM. "
1	"Lightning-fast cluster computing with Apache Spark. "
1	"Cache-Control headers and gzip support to be as fast as possible. "
1	"While Kestrel is a great solution up to a certain point (simple, fast, durable, and easy to deploy), it hasn't been able to cope with Twitter's massive scale (in terms of number of tenants, QPS, operability, diversity of workloads etc.) "
1	"Kestrel  Kestrel is based on Blaine Cook's "starling" simple, distributed message queue, with added features and bulletproofing, as well as the scalability offered by actors and the JVM. "
1	"The High Velocity Web Framework  The Play Framework combines productivity and performance making it easy to build scalable web applications with Java and Scala. "
1	"Stores your users' behavioural data in a scalable "event data warehouse" you control: in Amazon S3 and (optionally) "
1	"Support for indexing and fast querying over flexible tags for each time series/partition, just like Prometheus. "
1	"Holds a huge amount of data in-memory thanks to columnar compression techniques. "
1	"Low-latency. "
1	"Designed for highly concurrent, low-latency workloads such as dashboards and alerting Real Time - data immediately available for querying once ingested ensuring efficient and fault-tolerant distribution based on data parallelism, without the intermediate disk operations required in traditional distributed approaches. "
1	"When retrieving data by row key and then by range, you get a fast and efficient access pattern due to minimal disk seeks – time series data is an excellent fit for this type of pattern. "
1	"On the other hand, Cassovary is intended to be easy to use in a JVM-hosted environment and yet be efficient enough to scale to billions of edges. "
1	"This allows complex algorithms to be run on the graph efficiently, an otherwise recurring issue with distributed graph processing systems because of the known difficulty of achieving good graph partitions. "
1	"On the flip side, the size of the graph it works with is bounded by the memory available in a machine, though the use of space efficient data structures does not seem to make this a limitation for most practical graphs. "
1	"Then using the efficient search scroll API, the entire dataset that matches your query is streamed out to subscribers. "
1	"The Eventsourced library adds scalable actor state persistence and at-least-once message delivery guarantees to Akka. "
1	"Offers an open-source distributed, real-time, in-memory, massively scalable system ready for analyzing massive sources of data. "
1	"Massively Scalable - designed to ingest many millions of entities. "
1	"Sharded across multiple processes, with distributed querying built in Prometheus PromQL Support Tag-based Indexing. "
1	"Lets you build scalable, resilient, and reactive applications that meet the needs of your business. "
1	"To scalable distributed processing, Apache Spark also allows interactive data analysis. "
1	"Rethinking Data-Intensive Science Using Scalable Analytics Systems. "
1	"That means that it’s super-performant because serialization-related code is typically generated at compile-time and inlined where it is needed in your code. "
